,Unnamed: 0,Product_Name,Original_Price(in Rs),Discount_Price(in Rs),Power_consumption(Watts),Capacity,Reviews,Rating,Brand,Energy_consumption
418,418,O General 2 Ton 5 Star Split Inverter AC  - White,85260.0,77899,2180,2.0,55 Ratings & 8 Reviews,4.2,O,5.0
419,419,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,68990.0,36980,1355,1.5,"4,562 Ratings & 485 Reviews",4.3,Voltas,5.0
420,420,LG 2 Ton 3 Star Split Dual Inverter Super Convertible 6-in-1 Cooling HD Filter with Anti-Virus Protect...,85990.0,53990,1232,2.0,"5,107 Ratings & 534 Reviews",4.1,LG,3.0
421,421,SAMSUNG 1.5 Ton 5 Star Split AC with Wi-fi Connect  - White,72990.0,44980,1350,1.5,4 Ratings & 1 Reviews,3.0,SAMSUNG,5.0
422,422,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,67990.0,35690,1017,1.5,6 Ratings & 1 Reviews,4.5,Voltas,3.0
423,423,Voltas 2 Ton Split Inverter AC  - White,79990.0,44290,2017,2.0,6 Ratings & 1 Reviews,4.5,Voltas,3.0
424,424,"realme TechLife 4-in-1 Convertible 1.5 Ton 5 Star Split Inverter , AC  - White",56999.0,32999,837,1.5,"1,994 Ratings & 303 Reviews",4.1,realme,5.0
425,425,MarQ by Flipkart 1.5 Ton 3 Star Split Inverter AC  - White,39200.0,29990,989,1.5,"4,681 Ratings & 535 Reviews",4.1,MarQ,3.0
426,426,Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,61400.0,45990,1000,1.0,55 Ratings & 8 Reviews,4.2,Panasonic,5.0
427,427,TOSHIBA 1.5 Ton 3 Star Split Inverter AC  - White,54300.0,41500,1660,1.5,22 Ratings & 4 Reviews,3.9,TOSHIBA,3.0
428,428,Daikin 1.8 Ton 5 Star Split Inverter AC  - White,75000.0,61750,1575,1.8,4 Ratings & 0 Reviews,3.5,Daikin,5.0
429,429,Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,86700.0,63590,2410,2.02,4 Ratings & 0 Reviews,3.5,Daikin,3.0
430,430,Lloyd 1.5 Ton 3 Star Window AC  - White,40990.0,27490,1215,1.5,"1,162 Ratings & 180 Reviews",4.1,Lloyd,3.0
431,431,Panasonic 1 Ton 5 Star Split Inverter AC  - White,45700.0,35990,588,1.0,8 Ratings & 2 Reviews,4.8,Panasonic,5.0
432,432,Lloyd 1.5 Ton 3 Star Window AC  - White,40990.0,27490,1215,1.5,"1,162 Ratings & 180 Reviews",4.1,Lloyd,3.0
433,433,Daikin 1.8 Ton 5 Star Split Inverter AC  - White,75000.0,61750,1575,1.8,4 Ratings & 0 Reviews,3.5,Daikin,5.0
434,434,Godrej 1.5 Ton 3 Star Split Inverter Convertible 5-in-1 Cooling with Anti-Virus Protection AC  - White...,43900.0,32499,1046,1.5,"2,237 Ratings & 216 Reviews",4.0,Godrej,3.0
435,435,"Godrej 1 Ton 3 Star Split Inverter With Anti-Virus Protection AC  - White, Gold",36900.0,29990,752,1.0,"1,113 Ratings & 114 Reviews",4.0,Godrej,3.0
436,436,SAMSUNG 1 Ton 3 Star Split Inverter AC  - White,50990.0,31490,624,1.0,"1,113 Ratings & 114 Reviews",4.0,SAMSUNG,3.0
437,437,LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,75990.0,54980,818,1.5,3 Ratings & 0 Reviews,4.7,LG,5.0
438,438,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,51493.0,42850,1375,1.5,367 Ratings & 44 Reviews,4.3,Blue,5.0
439,439,LG 1 Ton 4 Star Split Dual Inverter AC with Wi-fi Connect  - White,59990.0,42000,604,1.0,17 Ratings & 3 Reviews,4.6,LG,4.0
440,440,ONIDA 1 Ton 5 Star Split Inverter AC  - White,53990.0,33999,820,1.0,100 Ratings & 16 Reviews,4.5,ONIDA,5.0
441,441,SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,75990.0,47499,749,1.5,100 Ratings & 16 Reviews,4.5,SAMSUNG,5.0
442,442,Blue Star 1.5 Ton 3 Star Split AC  - White,49500.0,40999,1450,1.5,"1,483 Ratings & 168 Reviews",4.4,Blue,3.0
443,443,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,71990.0,37449,966,1.5,"1,483 Ratings & 168 Reviews",4.4,Voltas,4.0
444,444,IFB 1.5 Ton 5 Star Split Inverter AC  - White,54390.0,42990,2590,1.5,254 Ratings & 37 Reviews,4.2,IFB,5.0
445,445,Daikin 1.8 Ton 5 Star Split Inverter AC with PM 2.5 Filter with Wi-fi Connect  - White,88900.0,67100,1575,1.8,254 Ratings & 37 Reviews,4.2,Daikin,5.0
446,446,Lloyd 2 Ton 5 Star Split Inverter AC  - White,79990.0,53999,1757,2.0,254 Ratings & 37 Reviews,4.2,Lloyd,5.0
447,447,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,61500.0,35339,1600,1.5,4 Ratings & 0 Reviews,3.5,Blue,3.0
448,448,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 3 Star Split Inverter Xpandable plus Ambien...,73300.0,47499,1251,1.8,"1,378 Ratings & 112 Reviews",3.9,Hitachi,3.0
449,449,LG 1.5 Ton Window Inverter AC  - White,60999.0,34554,1251,1.5,9 Ratings & 1 Reviews,4.2,LG,3.0
450,450,LIVPURE 1.5 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - White,44990.0,36990,1600,1.5,"2,609 Ratings & 574 Reviews",4.2,LIVPURE,3.0
451,451,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,58000.0,39500,1750,1.5,"2,237 Ratings & 216 Reviews",4.0,Godrej,3.0
452,452,Daikin 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,61300.0,41590,1670,1.5,"2,237 Ratings & 216 Reviews",4.0,Daikin,3.0
453,453,Voltas 2 Ton 3 Star Split Inverter AC  - White,74264.0,47900,1670,2.0,39 Ratings & 5 Reviews,4.0,Voltas,3.0
454,454,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,60500.0,46999,1540,1.5,39 Ratings & 5 Reviews,4.0,Hitachi,5.0
455,455,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,66900.0,46820,1660,1.5,39 Ratings & 5 Reviews,4.0,Panasonic,5.0
456,456,Blue Star 1.5 Ton 3 Star Window AC  - White,39500.0,29990,1168,1.5,950 Ratings & 96 Reviews,4.1,Blue,3.0
457,457,Panasonic 1.5 Ton 5 Star Window Inverter AC  - White,49900.0,36210,1086,1.5,3 Ratings & 0 Reviews,3.7,Panasonic,5.0
458,458,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,71990.0,44790,749,1.5,3 Ratings & 0 Reviews,3.7,SAMSUNG,5.0
459,459,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,72900.0,51099,1950,1.8,3 Ratings & 0 Reviews,3.7,Daikin,3.0
460,460,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,73800.0,58450,1325,1.5,3 Ratings & 0 Reviews,3.7,Daikin,5.0
461,461,Lloyd 1.5 Ton 5 Star Window AC  - White,54990.0,35499,1072,1.5,3 Ratings & 0 Reviews,3.7,Lloyd,5.0
462,462,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,62900.0,56500,1860,1.5,30 Ratings & 7 Reviews,4.8,SAMSUNG,3.0
463,463,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,52900.0,49300,1295,1.5,121 Ratings & 10 Reviews,4.2,Blue,5.0
464,464,LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,78990.0,48400,685,1.5,121 Ratings & 10 Reviews,4.2,LG,5.0
465,465,Frigidaire convertible 4-in-1 cooling 1.5 Ton 3 Star Split Inverter AC  - White,57980.0,30999,1610,1.5,121 Ratings & 10 Reviews,4.2,Frigidaire,3.0
466,466,Blue Star 2 Ton 5 Star Split Inverter AC  - White,80000.0,59990,555,2.0,121 Ratings & 10 Reviews,4.2,Blue,5.0
467,467,Intex 1.5 Ton 3 Star Window AC  - White,25000.0,23500,1680,1.5,7 Ratings & 0 Reviews,3.6,Intex,3.0
468,468,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,55400.0,38619,1695,1.5,7 Ratings & 0 Reviews,3.6,Panasonic,3.0
469,469,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,59000.0,37890,975,1.5,"13,188 Ratings & 1,434 Reviews",4.2,Blue,3.0
470,470,Daikin 1.8 Ton 1 Star Split AC  - White,61600.0,43450,1855,1.8,"13,188 Ratings & 1,434 Reviews",4.2,Daikin,1.0
471,471,Hitachi 1 Ton 5 Star Split Inverter AC  - White,62600.0,41500,875,1.0,"13,188 Ratings & 1,434 Reviews",4.2,Hitachi,5.0
472,472,Blue Star 1.5 Ton Split Inverter AC  - White,69500.0,44490,875,1.5,"13,188 Ratings & 1,434 Reviews",4.2,Blue,5.0
473,473,Haier 1.5 Ton Split Triple Inverter AC  - White,65000.0,36899,875,1.5,"13,188 Ratings & 1,434 Reviews",4.2,Haier,5.0
474,474,IFB 7 Stage Air Treatment 1.5 Ton 3 Star Split Inverter PM 0.3 Filter Gold Series AC  - White,49490.0,39490,1119,1.5,284 Ratings & 51 Reviews,4.3,IFB,3.0
475,475,Haier 1 Ton 3 Star Split Inverter AC  - White,59490.0,34490,732,1.0,284 Ratings & 51 Reviews,4.3,Haier,3.0
476,476,Haier 1.2 Ton 3 Star Split Inverter AC  - White,60990.0,32490,823,1.2,"1,380 Ratings & 167 Reviews",4.0,Haier,3.0
477,477,Voltas 1.5 Ton 3 Star Split AC  - White,51990.0,38200,1450,1.5,"2,655 Ratings & 227 Reviews",4.1,Voltas,3.0
478,478,Voltas 2 Ton 3 Star Split Inverter AC  - White,74999.0,48950,2050,2.0,"2,655 Ratings & 227 Reviews",4.1,Voltas,3.0
479,479,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,60190.0,29980,2050,1.5,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,3.0
480,480,Blue Star 2 Ton 5 Star Split Inverter AC  - White,79900.0,56990,1770,2.0,23 Ratings & 0 Reviews,4.4,Blue,5.0
481,481,"Hitachi 1.8 Ton 3 Star Split Inverter AC  - White, Gold",69600.0,45999,1236,1.8,405 Ratings & 40 Reviews,3.8,Hitachi,3.0
482,482,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,52000.0,46350,749,1.5,405 Ratings & 40 Reviews,3.8,SAMSUNG,5.0
483,483,LG 1.5 Ton 4 Star Split Dual Inverter AC  - White,71990.0,43450,838,1.5,405 Ratings & 40 Reviews,3.8,LG,4.0
484,484,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,48900.0,32219,1785,1.5,405 Ratings & 40 Reviews,3.8,Godrej,3.0
485,485,Godrej 2 Ton 3 Star Split Inverter AC  - White,69900.0,48990,1785,2.0,12 Ratings & 0 Reviews,3.5,Godrej,3.0
486,486,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,57990.0,34499,1044,1.5,"24,187 Ratings & 2,404 Reviews",4.2,SAMSUNG,3.0
487,487,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,60990.0,36990,1835,1.5,4 Ratings & 0 Reviews,3.8,Lloyd,3.0
488,488,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 5 Star Split Inverter ...,72900.0,49990,774,1.5,270 Ratings & 28 Reviews,4.1,Panasonic,5.0
489,489,Lloyd 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,57990.0,39989,678,1.0,24 Ratings & 2 Reviews,2.5,Lloyd,5.0
490,490,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,68990.0,34790,1550,1.5,3 Ratings & 0 Reviews,2.3,Voltas,3.0
491,491,Lloyd 2 Ton 3 Star Split Inverter AC  - White,73990.0,48390,1263,2.0,766 Ratings & 82 Reviews,4.0,Lloyd,3.0
492,492,"Hitachi 1.5 Ton 5 Star Split Inverter AC  - White, Gold",60090.0,49600,1449,1.5,83 Ratings & 7 Reviews,4.1,Hitachi,5.0
493,493,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,69990.0,38599,1540,1.5,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,4.0
494,494,MarQ by Flipkart Convertible 4-in-1 Cooling 1.5 Ton 5 Star Split Inverter AC  - White,56999.0,33499,857,1.5,"1,996 Ratings & 239 Reviews",4.0,MarQ,5.0
495,495,Blue Star 1.5 Ton 3 Star Window AC  - White,39500.0,31450,1168,1.5,"1,996 Ratings & 239 Reviews",4.0,Blue,3.0
496,496,"Blue Star 1 Ton 3 Star Split Inverter AC  - Silver, White",45000.0,34500,1122,1.0,53 Ratings & 5 Reviews,4.4,Blue,3.0
497,497,Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter WiFi Inverter AC Multi S...,71750.0,48700,1345,1.5,53 Ratings & 5 Reviews,4.4,Blue,5.0
498,498,Voltas 2 Ton 2 Star Window AC  - White,50990.0,34990,1542,2.0,10 Ratings & 0 Reviews,3.7,Voltas,2.0
499,499,"Godrej 1.5 Ton 3 Star Split Inverter AC  - White, Gold",47900.0,37990,1046,1.5,21 Ratings & 2 Reviews,4.2,Godrej,3.0
500,500,CARRIER 2 Ton 3 Star Split Inverter AC  - White,82490.0,52669,2098,2.0,21 Ratings & 2 Reviews,4.2,CARRIER,3.0
501,501,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,52250.0,35490,1750,1.5,11 Ratings & 1 Reviews,4.6,Blue,3.0
502,502,Lloyd 1.2 Ton 3 Star Split Inverter AC  - White,51990.0,32990,918,1.2,"2,293 Ratings & 443 Reviews",4.3,Lloyd,3.0
503,503,Lloyd 1 Ton 3 Star Window AC  - White,33990.0,29989,808,1.0,8 Ratings & 1 Reviews,5.0,Lloyd,3.0
504,504,Lloyd 1 Ton 3 Star Window AC  - White,33990.0,29989,808,1.0,8 Ratings & 1 Reviews,5.0,Lloyd,3.0
505,505,"CARRIER Flexicool Convertible 4-in-1 Cooling 1.2 Ton 5 Star Split Inverter Auto Cleanser, Dual Filtrat...",64590.0,38999,1050,1.2,"7,818 Ratings & 953 Reviews",4.4,CARRIER,5.0
506,506,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,66500.0,48900,1375,1.5,13 Ratings & 2 Reviews,4.2,Blue,5.0
507,507,CANDY 1.5 Ton 3 Star Window AC  - White,39000.0,26990,1180,1.5,4 Ratings & 0 Reviews,5.0,CANDY,3.0
508,508,CARRIER 1 Ton 3 Star Window AC  - White,29845.0,27000,1120,1.0,"1,389 Ratings & 177 Reviews",4.3,CARRIER,3.0
509,509,Blue Star 1 Ton 3 Star Split Inverter AC  - White,49500.0,34900,669,1.0,"2,255 Ratings & 225 Reviews",4.2,Blue,3.0
510,510,Haier 1.5 Ton 4 Star Split Inverter AC  - White,65000.0,37485,1630,1.5,"2,255 Ratings & 225 Reviews",4.2,Haier,4.0
511,511,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,63990.0,37680,1043,1.5,"2,255 Ratings & 225 Reviews",4.2,Lloyd,3.0
512,512,Hitachi 1.5 Ton 5 Star Split Inverter Expandable AC  - Gold,60500.0,43999,1540,1.5,"3,098 Ratings & 314 Reviews",4.0,Hitachi,5.0
513,513,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,59990.0,37399,1002,1.5,"2,293 Ratings & 443 Reviews",4.3,Lloyd,3.0
514,514,Lloyd 1.25 Ton 3 Star Split Inverter AC  - White,52990.0,34999,1485,1.25,775 Ratings & 92 Reviews,4.3,Lloyd,3.0
515,515,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,60000.0,49990,1485,1.5,775 Ratings & 92 Reviews,4.3,LG,5.0
516,516,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,69300.0,51400,1202,1.8,775 Ratings & 92 Reviews,4.3,Daikin,3.0
517,517,SAMSUNG 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,70990.0,53190,1145,2.0,775 Ratings & 92 Reviews,4.3,SAMSUNG,3.0
518,518,Voltas 2 Ton 3 Star Split Inverter AC  - White,75000.0,48490,2000,2.0,36 Ratings & 1 Reviews,4.0,Voltas,3.0
519,519,O General 2 Ton 2 Star Window AC  - White,52900.0,51500,2220,2.0,36 Ratings & 1 Reviews,4.0,O,2.0
520,520,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,54500.0,44990,848,1.5,8 Ratings & 1 Reviews,3.9,Panasonic,5.0
521,521,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,69990.0,37980,977,1.5,8 Ratings & 1 Reviews,3.9,SAMSUNG,3.0
522,522,Panasonic 1 Ton 3 Star Split AC  - White,48100.0,32150,915,1.0,8 Ratings & 1 Reviews,3.9,Panasonic,3.0
523,523,Blue Star 2 Ton 3 Star Split AC  - White,60000.0,58900,1800,2.0,34 Ratings & 0 Reviews,4.1,Blue,3.0
524,524,Lloyd 1.5 Ton 3 Star Window AC  - White,40990.0,29190,1621,1.5,4 Ratings & 0 Reviews,4.8,Lloyd,3.0
525,525,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,63700.0,52250,2000,1.8,28 Ratings & 4 Reviews,4.0,Daikin,3.0
526,526,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model Desert Series 2.2 Ton 4 Star S...,87900.0,69979,1351,2.2,304 Ratings & 40 Reviews,4.1,Panasonic,4.0
527,527,Voltas 2 Ton 5 Star Split Inverter AC  - White,85990.0,57900,1351,2.0,47 Ratings & 1 Reviews,4.3,Voltas,5.0
528,528,"Hitachi 1.5 Ton 5 Star Split Inverter AC  - Gold, White",60500.0,45190,1540,1.5,47 Ratings & 1 Reviews,4.3,Hitachi,5.0
529,529,"LG 1 Ton 3 Star Split Dual Inverter AC  - White, Maroon",47990.0,35990,1080,1.0,237 Ratings & 36 Reviews,4.3,LG,3.0
530,530,Panasonic 1.5 Ton 4 Star Split Inverter AC  - White,66990.0,40999,1455,1.5,237 Ratings & 36 Reviews,4.3,Panasonic,4.0
531,531,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,58000.0,42500,1455,1.5,4 Ratings & 1 Reviews,4.0,Blue,3.0
532,532,CARRIER 1.5 Ton 4 Star Window AC  - White,43090.0,29999,1558,1.5,890 Ratings & 88 Reviews,4.3,CARRIER,4.0
533,533,Blue Star 2 Ton 3 Star Window AC  - White,44000.0,39999,2108,2.0,"3,006 Ratings & 381 Reviews",4.2,Blue,3.0
534,534,VG 1.5 Ton 2 Star Split AC  - White,39000.0,30990,1123,1.5,"3,006 Ratings & 381 Reviews",4.2,VG,2.0
535,535,IFB 1.5 Ton 3 Star Split Inverter AC  - White,44500.0,41500,1840,1.5,8 Ratings & 1 Reviews,4.6,IFB,3.0
536,536,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,69500.0,43890,1456,1.5,40 Ratings & 5 Reviews,3.9,Blue,5.0
537,537,Lloyd 1.5 Ton 4 Star Split Inverter AC  - White,59990.0,38975,972,1.5,5 Ratings & 1 Reviews,4.4,Lloyd,4.0
538,538,Haier 1.5 Ton 5 Star Split Inverter AC  - White,65000.0,45990,1440,1.5,39 Ratings & 2 Reviews,4.1,Haier,5.0
539,539,Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,57900.0,35999,1660,1.5,39 Ratings & 2 Reviews,4.1,Panasonic,3.0
540,540,Daikin 1.8 Ton 4 Star Split Inverter AC  - White,72900.0,53199,1950,1.8,13 Ratings & 2 Reviews,3.8,Daikin,4.0
541,541,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,54990.0,32990,1740,1.5,"3,188 Ratings & 545 Reviews",4.5,ONIDA,3.0
542,542,Blue Star 2 Ton 5 Star Split Inverter AC  - White,76000.0,58999,1770,2.0,14 Ratings & 3 Reviews,3.9,Blue,5.0
543,543,Daikin 1.5 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,51000.0,42900,1752,1.5,538 Ratings & 47 Reviews,4.3,Daikin,3.0
544,544,Lloyd 1 Ton 3 Star Split Inverter AC  - White,44990.0,32989,745,1.0,650 Ratings & 93 Reviews,4.3,Lloyd,3.0
545,545,Lloyd 1.5 Ton 5 Star Window AC  - White,45990.0,33890,114,1.5,12 Ratings & 3 Reviews,3.7,Lloyd,5.0
546,546,"LG Convertible 4-in-1 Cooling 1.5 Ton 3 Star Window Dual Inverter HD Filter, Clean Filter Indicator AC...",60990.0,34549,1114,1.5,871 Ratings & 95 Reviews,4.0,LG,3.0
547,547,LG 1 Ton 3 Star Split Inverter AC  - White,40990.0,34000,90,1.0,77 Ratings & 13 Reviews,4.4,LG,3.0
548,548,Voltas 2 in 1 Convertible Cooling 1.2 Ton 3 Star Split Inverter Expandable AC  - White,54990.0,30999,1430,1.2,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,3.0
549,549,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,65000.0,42000,2100,1.5,17 Ratings & 2 Reviews,4.3,Whirlpool,3.0
550,550,MarQ by Flipkart 1.5 Ton 3 Star Split AC  - White,44999.0,30999,1093,1.5,"10,579 Ratings & 1,416 Reviews",4.2,MarQ,3.0
551,551,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",66490.0,36490,1680,1.5,"10,579 Ratings & 1,416 Reviews",4.2,Haier,3.0
552,552,MarQ by Flipkart 1.5 Ton 3 Star Split AC  - White,44999.0,30999,1093,1.5,"10,579 Ratings & 1,416 Reviews",4.2,MarQ,3.0
553,553,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",66490.0,36490,1680,1.5,"10,579 Ratings & 1,416 Reviews",4.2,Haier,3.0
554,554,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,49990.0,36690,1200,1.0,14 Ratings & 0 Reviews,3.8,Daikin,3.0
555,555,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,57900.0,36990,1475,1.5,22 Ratings & 1 Reviews,3.8,Hitachi,3.0
556,556,Panasonic 1.5 Ton 3 Star Window Inverter AC  - White,42500.0,35770,1185,1.5,22 Ratings & 1 Reviews,3.8,Panasonic,3.0
557,557,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,54500.0,44990,1435,1.5,22 Ratings & 1 Reviews,3.8,Panasonic,5.0
558,558,Daikin 1.5 Ton Split Inverter AC  - White,58400.0,39990,1435,1.5,22 Ratings & 1 Reviews,3.8,Daikin,5.0
559,559,Godrej 4-Way Air Swing 1.5 Ton 3 Star Split with Anti-Dust Filter AC  - White,47990.0,33190,1045,1.5,132 Ratings & 17 Reviews,4.3,Godrej,3.0
560,560,Haier 2 Ton 3 Star Split Inverter AC  - White,79990.0,55600,880,2.0,132 Ratings & 17 Reviews,4.3,Haier,3.0
561,561,Haier 1.5 Ton Split AC  - White,60990.0,33999,880,1.5,132 Ratings & 17 Reviews,4.3,Haier,3.0
562,562,"Haier UVC Sterilization 2023 Model 1.6 Ton 5 Star Split Inverter Frost Self-clean technology, Superson...",79990.0,43999,1455,1.6,132 Ratings & 17 Reviews,4.3,Haier,5.0
563,563,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,67400.0,49980,1290,1.5,132 Ratings & 17 Reviews,4.3,Panasonic,5.0
564,564,Lloyd 1 Ton 3 Star Split Inverter AC  - White,44490.0,30999,711,1.0,132 Ratings & 17 Reviews,4.3,Lloyd,3.0
565,565,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,61000.0,35300,1690,1.5,"1,972 Ratings & 187 Reviews",4.1,Voltas,3.0
566,566,"Blue Star Convertible 4 in 1 Cooling 2023 Model 2 Ton 3 Star Split Inverter Multi Sensors, Stabalizer ...",71750.0,48890,2025,2.0,3 Ratings & 0 Reviews,4.7,Blue,3.0
567,567,Godrej 2 Ton 3 Star Hot and Cold Split Inverter AC  - White,55990.0,42990,1201,2.0,3 Ratings & 0 Reviews,4.7,Godrej,3.0
568,568,Lloyd 2 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,79990.0,54490,1810,2.0,5 Ratings & 0 Reviews,3.4,Lloyd,5.0
569,569,LG 1.5 Ton Split Dual Inverter AC  - White,75990.0,44990,1810,1.5,5 Ratings & 0 Reviews,3.4,LG,5.0
570,570,Daikin 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,52290.0,47890,999,1.5,22 Ratings & 2 Reviews,4.4,Daikin,3.0
571,571,Godrej 1.5 Ton 3 Star Split AC  - White,42900.0,38900,1149,1.5,25 Ratings & 3 Reviews,4.4,Godrej,3.0
572,572,LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,68990.0,37499,1600,1.5,18 Ratings & 1 Reviews,3.7,LG,3.0
573,573,Voltas 1.5 Ton 3 Star Split Inverter adjustible AC  - White,59990.0,34990,1036,1.5,20 Ratings & 1 Reviews,4.3,Voltas,3.0
574,574,Godrej 5-In-1 Convertible Cooling 1.5 Ton 3 Star Split Inverter Anti-Leak AC  - White,48899.0,33249,980,1.5,"1,113 Ratings & 114 Reviews",4.0,Godrej,3.0
575,575,Voltas 2 Ton Split Inverter AC  - White,93999.0,55789,980,2.0,"1,113 Ratings & 114 Reviews",4.0,Voltas,3.0
